Type,Address,ZIP,Purchase Amt,Purchase Down %,1st Amount,2nd Amount,CLTV %,Purchase Date,Purchase Type,City,Owner Occ?,Listed for Sale?
SFR,21 STODDARD PL,11225,970000,38,600000,,48,4/15/2016,Market,BROOKLYN,1,0
SFR,142 SULLIVAN PL,11225,841000,26,625500,74900,46,8/12/2014,Market,BROOKLYN,1,0
SFR,164 SULLIVAN PL,11225,1218000,20,975040,,78,8/31/2023,Market,BROOKLYN,1,0
SFR,154 SULLIVAN PL,11225,999000,100,,,0,6/12/2023,Market,BROOKLYN,1,0
SFR,168 SULLIVAN PL,11225,1250000,100,,,0,8/24/2020,Market,BROOKLYN,1,0
SFR,279 EMPIRE BLVD,11225,1402500,20,1122000,46000,73,10/5/2021,Market,BROOKLYN,0,0
SFR,277 EMPIRE BLVD,11225,1250000,20,1000000,12641,66,9/10/2018,Market,BROOKLYN,0,0
SFR,283 EMPIRE BLVD,11225,1300000,20,1040000,,65,11/8/2018,Market,BROOKLYN,1,0
SFR,285 EMPIRE BLVD,11225,975000,10,780000,97500,43,6/30/2017,Market,BROOKLYN,1,0
SFR,281 EMPIRE BLVD,11225,1260000,30,882000,,44,9/25/2015,Market,BROOKLYN,1,0
CND,466 ALBANY AVE 2A,11213,554993,4,530688,9690,16,9/21/2015,Market,BROOKLYN,0,0
SFR,95 STERLING ST,11225,1725000,25,1293750,,64,1/7/2022,Market,BROOKLYN,1,0
SFR,75 STERLING ST,11225,1950000,71,569203,,26,6/14/2021,Market,BROOKLYN,0,0
SFR,57 STERLING ST,11225,1737500,32,1175000,,48,2/11/2016,Market,BROOKLYN,0,0
SFR,33 STERLING ST,11225,1800000,36,1150000,,61,6/22/2023,Market,BROOKLYN,1,0
SFR,35 STERLING ST,11225,1335000,30,934500,13153,39,2/17/2015,Market,BROOKLYN,1,0
SFR,27 STERLING ST,11225,1885000,21,1485000,,66,5/11/2021,Market,BROOKLYN,1,0
CND,149 STERLING ST 3D,11225,415000,34,275000,,62,10/5/2023,Market,BROOKLYN,0,0
SFR,235 STERLING ST,11225,1890000,42,1100000,14130,47,10/21/2015,Market,BROOKLYN,1,0
SFR,239 STERLING ST,11225,2150000,100,1450000,,65,7/12/2021,Market,BROOKLYN,0,0
SFR,233 STERLING ST,11225,1400000,25,1050000,,52,9/10/2019,Market,BROOKLYN,0,0
SFR,73 LEFFERTS AVE,11225,840000,26,625000,,29,7/15/2013,Market,BROOKLYN,1,0
SFR,63 LEFFERTS AVE,11225,1100000,25,825000,21424,36,5/26/2015,Market,BROOKLYN,1,0
SFR,51 LEFFERTS AVE,11225,870000,20,696000,27260,36,1/15/2014,Market,BROOKLYN,0,0
SFR,53 LEFFERTS AVE,11225,876320,34,576320,161308,38,2/13/2014,Market,BROOKLYN,1,0
SFR,43 LEFFERTS AVE,11225,790000,40,475000,,24,8/4/2014,Market,BROOKLYN,1,0
SFR,35 LEFFERTS AVE,11225,1525000,100,,,0,9/9/2021,Market,BROOKLYN,0,0
SFR,37 LEFFERTS AVE,11225,1100000,33,735000,120000,49,7/15/2015,Market,BROOKLYN,1,0
SFR,272 STERLING ST,11225,675000,20,540000,100000,19,9/26/2012,Market,BROOKLYN,1,1
SFR,292 STERLING ST,11225,1675000,30,1175000,,56,12/14/2018,Market,BROOKLYN,1,0
SFR,273 LEFFERTS AVE,11225,1549995,61,600000,,42,6/29/2021,Market,BROOKLYN,0,0
SFR,271 LEFFERTS AVE,11225,330000,100,,,0,4/15/2022,Market,BROOKLYN,1,0
CND,502 NEW YORK AVE 2B,11225,700000,13,612000,150000,72,4/22/2015,Market,BROOKLYN,1,0
SFR,495 BROOKLYN AVE,11225,825000,45,450000,,49,9/23/2021,Market,BROOKLYN,0,0
SFR,30 BALFOUR PL,11225,807500,100,,,0,6/16/2022,Market,BROOKLYN,1,0
SFR,589 LEFFERTS AVE,11203,1375000,0,1500000,,56,5/27/2016,Market,BROOKLYN,1,0
SFR,249 LINCOLN RD,11225,1900000,100,,,0,2/19/2021,Market,BROOKLYN,1,0
SFR,207 LINCOLN RD,11225,2100000,45,1155000,36195,45,1/12/2017,Market,BROOKLYN,1,0
SFR,201 LINCOLN RD,11225,2150000,71,630000,397670,37,9/6/2016,Market,BROOKLYN,0,0
CND,337 LINCOLN RD 4L,11225,775000,15,658750,,84,7/6/2023,Market,BROOKLYN,0,0
CND,337 LINCOLN RD 4R,11225,810000,20,648000,,79,6/17/2022,Market,BROOKLYN,0,0
CND,575 E NEW YORK AVE 2D,11225,800000,47,,,0,7/11/2017,Market,BROOKLYN,1,0
CND,613 E NEW YORK AVE 2L,11203,369500,20,242230,,24,10/3/2013,Market,BROOKLYN,0,0
CND,627 E NEW YORK AVE 3L,11203,499500,20,399600,,20,5/12/2015,Market,BROOKLYN,1,0
SFR,63 UTICA AVE,11213,620000,20,496000,,47,12/28/2018,Market,BROOKLYN,0,0
CND,90 TROY AVE 4,11213,793000,20,634400,,71,4/5/2022,Market,BROOKLYN,1,0
SFR,1716 DEAN ST,11213,1175000,100,,,0,10/7/2021,Market,BROOKLYN,0,0
SFR,108 UTICA AVE,11213,1050000,100,,,0,7/5/2023,Market,BROOKLYN,0,0
SFR,106 UTICA AVE,11213,899000,100,,,0,8/30/2021,Market,BROOKLYN,0,0
CND,1670 DEAN ST 1,11213,1060000,80,210000,,20,8/2/2023,Market,BROOKLYN,0,0
SFR,95 UTICA AVE,11213,550000,,30000,,2,6/5/2019,NonMarket-Family,BROOKLYN,0,0
CND,1754 DEAN ST 54B,11233,760000,,608000,,74,12/13/2019,NonMarket-Family,BROOKLYN,1,0
CND,1607 BERGEN ST 2,11213,742000,5,704900,,81,3/1/2022,Market,BROOKLYN,0,0
CND,1615 BERGEN ST 1,11213,730000,10,657000,,84,6/13/2023,Market,BROOKLYN,1,0
CND,1607 BERGEN ST 3,11213,1020000,20,816000,,82,5/26/2022,Market,BROOKLYN,0,0
CND,1609 BERGEN ST 1,11213,865000,23,668000,,71,6/7/2022,Market,BROOKLYN,0,0
CND,1270 SAINT MARKS AVE 1,11213,355165,14,182162,10612,29,11/20/2013,Short Sale,BROOKLYN,1,0
CND,1270 SAINT MARKS AVE 2,11213,373667,18,186000,11165,32,12/6/2013,Short Sale,BROOKLYN,1,0
CND,1274 SAINT MARKS AVE 2,11213,374400,19,208500,11187,33,11/19/2013,Short Sale,BROOKLYN,1,0
CND,1274 SAINT MARKS AVE 1,11213,356781,14,106340,10660,44,1/3/2014,Short Sale,BROOKLYN,1,0
CND,1272 SAINT MARKS AVE 2,11213,550000,100,,,0,10/7/2022,Market,BROOKLYN,0,0
CND,1278 SAINT MARKS AVE 2,11213,374400,19,217500,11187,42,12/16/2013,Short Sale,BROOKLYN,1,0
CND,1272 SAINT MARKS AVE 1,11213,360459,15,177200,10660,29,6/2/2014,Short Sale,BROOKLYN,1,0
CND,1276 SAINT MARKS AVE 2,11213,374400,19,215325,100000,47,1/14/2014,Market,BROOKLYN,1,0
CND,1278 SAINT MARKS AVE 3,11213,334000,30,234000,,26,9/13/2013,Market,BROOKLYN,1,0
CND,1282 SAINT MARKS AVE 2,11213,390224,0,222810,11660,35,11/18/2013,Short Sale,BROOKLYN,1,0
CND,1276 SAINT MARKS AVE 1,11213,356781,14,160000,10660,29,12/6/2013,Market,BROOKLYN,1,0
CND,1278 SAINT MARKS AVE 1,11213,360334,20,188100,10660,42,9/12/2014,Short Sale,BROOKLYN,1,0
CND,1280 SAINT MARKS AVE 3,11213,338676,6,317300,50000,43,5/5/2014,Market,BROOKLYN,1,0
CND,1280 SAINT MARKS AVE 2,11213,394236,37,223388,11660,36,1/14/2015,Short Sale,BROOKLYN,1,0
CND,1286 SAINT MARKS AVE 1,11213,448000,10,403000,,75,1/24/2022,Market,BROOKLYN,0,0
CND,1282 SAINT MARKS AVE 3,11213,344000,3,295999,,40,12/13/2013,Market,BROOKLYN,1,0
CND,1282 SAINT MARKS AVE 1,11213,420000,7,397800,,71,11/28/2018,Market,BROOKLYN,0,0
CND,1280 SAINT MARKS AVE 1,11213,371841,23,178950,11110,32,12/11/2013,Short Sale,BROOKLYN,1,0
CND,1284 SAINT MARKS AVE 2,11213,390224,0,222322,11660,35,11/15/2013,Short Sale,BROOKLYN,1,0
CND,1288 SAINT MARKS AVE 3,11213,500000,10,450000,,59,2/27/2017,Market,BROOKLYN,0,0
CND,1286 SAINT MARKS AVE 3,11213,659900,20,527920,,70,1/13/2022,Market,BROOKLYN,0,0
CND,1284 SAINT MARKS AVE 1,11213,371841,18,196650,84890,42,12/6/2013,Short Sale,BROOKLYN,1,0
CND,1290 SAINT MARKS AVE 1,11213,364776,21,176000,10821,29,7/22/2014,Short Sale,BROOKLYN,1,0
CND,1288 SAINT MARKS AVE 2,11213,394236,2,217400,11660,35,11/14/2014,Short Sale,BROOKLYN,1,0
CND,1290 SAINT MARKS AVE 2,11213,383336,22,202000,11341,31,5/23/2014,Short Sale,BROOKLYN,1,0
CND,1288 SAINT MARKS AVE 1,11213,375544,19,202950,11110,44,10/31/2013,Short Sale,BROOKLYN,1,0
CND,1477 PROSPECT PL 2,11213,318000,2,311000,,51,10/28/2013,Market,BROOKLYN,1,0
CND,1477 PROSPECT PL 1,11213,600000,100,200000,,36,6/27/2023,Market,BROOKLYN,1,0
CND,1481 PROSPECT PL 2,11213,575000,100,460000,,77,4/12/2022,Market,BROOKLYN,1,0
CND,1292 SAINT MARKS AVE 3,11213,635000,20,508000,,67,3/9/2021,Market,BROOKLYN,0,0
CND,1481 PROSPECT PL 1,11213,296000,2,67425,,1,3/21/2014,Market,BROOKLYN,0,0
CND,1483 PROSPECT PL 3,11213,682000,30,477400,,63,7/7/2020,Market,BROOKLYN,0,0
CND,1477 PROSPECT PL 3,11213,625000,20,500000,,61,10/17/2016,Market,BROOKLYN,1,0
CND,1489 PROSPECT PL 2,11213,293000,100,,,0,1/22/2014,Market,BROOKLYN,1,0
CND,1481 PROSPECT PL 3,11213,351000,8,450000,,56,3/20/2014,Market,BROOKLYN,0,0
CND,1487 PROSPECT PL 3,11213,630000,21,498100,7902,63,1/13/2017,Market,BROOKLYN,1,0
CND,1487 PROSPECT PL 1,11213,425000,20,67425,,1,9/6/2016,Market,BROOKLYN,0,0
CND,1493 PROSPECT PL 2,11213,323466,3,399000,9288,63,12/29/2014,Market,BROOKLYN,0,0
CND,1485 PROSPECT PL 3,11213,330000,2,385000,,50,9/23/2013,Market,BROOKLYN,1,0
CND,1491 PROSPECT PL 1,11213,279000,3,67425,,1,5/14/2014,Market,BROOKLYN,1,0
CND,1491 PROSPECT PL 2,11213,540000,20,432000,81000,85,8/16/2021,Market,BROOKLYN,0,0
CND,1497 PROSPECT PL 1,11213,570000,100,67425,,1,1/4/2019,Market,BROOKLYN,1,0
CND,1495 PROSPECT PL 1,11213,296000,10,83240,,15,3/6/2014,Market,BROOKLYN,1,0
CND,1493 PROSPECT PL 3,11213,691600,2,679073,169768,113,5/21/2020,Market,BROOKLYN,0,0
CND,1499 PROSPECT PL 1,11213,330000,100,67425,,1,6/24/2015,Market,BROOKLYN,1,0
CND,1499 PROSPECT PL 2,11213,290000,100,,,0,12/13/2013,Market,BROOKLYN,1,0
CND,1499 PROSPECT PL 3,11213,605000,20,,,0,9/23/2016,Market,BROOKLYN,0,0
CND,1497 PROSPECT PL 3,11213,350000,10,315000,,39,11/1/2013,Market,BROOKLYN,1,0
CND,1570 PROSPECT PL 6,11233,515000,100,,,0,3/29/2021,Market,BROOKLYN,1,0
SFR,1552 PARK PL,11213,1195000,20,956000,,70,2/17/2021,Market,BROOKLYN,0,0
CND,273 ALBANY AVE 2B,11213,535000,15,454750,,73,6/23/2021,Market,BROOKLYN,1,0
CND,1328 STERLING PL 3L,11213,600000,25,450000,,77,6/23/2023,Market,BROOKLYN,0,0
CND,1328 STERLING PL 3R,11213,475000,30,332500,,57,3/25/2022,Market,BROOKLYN,0,0
CND,1359 SAINT JOHNS PL 1,11213,885000,10,796500,,85,7/19/2022,Market,BROOKLYN,1,0
SFR,241 BUFFALO AVE,11213,620000,100,549000,,98,8/19/2022,Market,BROOKLYN,0,0
SFR,1135 LINCOLN PL,11213,799000,38,499000,,50,6/22/2015,Market,BROOKLYN,0,0
SFR,1137 LINCOLN PL,11213,999000,10,899100,11442,63,9/23/2016,Market,BROOKLYN,1,0
CND,1553 UNION ST 6,11213,250000,100,,,0,8/19/2015,Market,BROOKLYN,0,0
SFR,1511 PRESIDENT ST,11213,1890000,27,150000,,7,2/26/2016,Market,BROOKLYN,0,0
CND,1738 UNION ST 4C,11213,678500,15,576725,,82,5/19/2023,Market,BROOKLYN,0,0
SFR,1453 CARROLL ST,11213,1610000,0,1160000,450000,131,10/19/2023,Market,BROOKLYN,0,0
SFR,1600 PRESIDENT ST,11213,805000,20,644000,,32,7/25/2014,Market,BROOKLYN,1,0
SFR,1596 PRESIDENT ST,11213,1600000,20,1280000,,74,8/4/2022,Market,BROOKLYN,1,0
CND,580 CROWN ST 503,11213,659000,100,,,0,9/4/2015,Market,BROOKLYN,1,0
CND,580 CROWN ST 602,11213,870000,35,565000,,14,3/24/2015,Market,BROOKLYN,1,0
CND,580 CROWN ST 604,11213,660000,100,,,0,1/29/2016,Market,BROOKLYN,0,0
SFR,728 EMPIRE BLVD,11213,1450000,25,1087500,,68,11/10/2021,Market,BROOKLYN,0,0
CND,770A A LEFFERTS AVE 3L,11203,655000,10,589500,,68,6/19/2017,Market,BROOKLYN,0,0
SFR,1669 E NEW YORK AVE,11212,560000,100,,,0,2/11/2022,Market,BROOKLYN,0,0
SFR,2062 BERGEN ST,11233,660000,20,528000,,74,11/27/2017,Market,BROOKLYN,1,0
CND,1060 PUTNAM AVE 3L,11221,345000,100,432000,,59,5/30/2013,Market,BROOKLYN,0,0
CND,1060 PUTNAM AVE 1R,11221,985000,5,935750,,100,7/7/2022,Market,BROOKLYN,0,0
CND,821 HALSEY ST 3B,11233,622000,30,437500,152000,79,6/29/2015,Market,BROOKLYN,0,0
CND,849 HALSEY ST 1B,11233,425000,5,403750,,87,7/16/2021,Market,BROOKLYN,0,0
SFR,806 HALSEY ST,11233,865000,100,,,0,5/26/2015,Market,BROOKLYN,0,0
CND,830 HALSEY ST 1L,11233,937000,25,702750,,75,7/12/2023,Market,BROOKLYN,1,0
SFR,132 HOWARD AVE,11233,690000,19,561660,100976,43,10/6/2016,Market,BROOKLYN,1,0
SFR,593 MACDONOUGH ST,11233,1120000,32,765600,,48,5/7/2021,Market,BROOKLYN,0,0
SFR,691 MACDONOUGH ST,11233,1995000,55,600000,293500,44,7/10/2023,Market,BROOKLYN,1,0
CND,723 MACDONOUGH ST 2A,11233,520000,20,416000,,75,3/8/2021,Market,BROOKLYN,1,0
CND,725 MACDONOUGH ST B2,11233,335000,100,,,0,5/27/2016,Market,BROOKLYN,0,0
CND,725 MACDONOUGH ST B3A,11233,449000,,359200,,66,8/21/2019,NonMarket-Family,BROOKLYN,0,0
CND,725 MACDONOUGH ST B3B,11233,515000,5,489250,,86,3/16/2021,Market,BROOKLYN,1,0
CND,741 MACDONOUGH ST D2,11233,606900,25,455175,,70,2/3/2023,Market,BROOKLYN,0,0
CND,741 MACDONOUGH ST D1,11233,665000,100,107199,,15,5/11/2021,Market,BROOKLYN,1,0
SFR,608 MACDONOUGH ST,11233,1600000,100,,,0,1/28/2020,Market,BROOKLYN,0,0
SFR,636 MACDONOUGH ST,11233,1707000,63,636150,13645,35,11/1/2017,Market,BROOKLYN,1,0
CND,729 DECATUR ST 1,11233,860000,50,430000,,54,8/1/2023,Market,BROOKLYN,1,0
SFR,393 BAINBRIDGE ST,11233,940000,55,425000,10288,27,3/12/2014,Market,BROOKLYN,0,0
CND,491 BAINBRIDGE ST 2,11233,420000,20,336000,63787,73,10/21/2020,Market,BROOKLYN,1,0
SFR,402 BAINBRIDGE ST 2,11233,1200000,25,900000,15281,60,3/23/2016,Market,BROOKLYN,0,0
CND,472 BAINBRIDGE ST 3A,11233,515000,50,256000,59500,39,2/17/2022,Market,BROOKLYN,0,0
CND,474 BAINBRIDGE ST 3A,11233,175000,100,,,0,1/2/2013,Market,BROOKLYN,1,0
CND,126 SARATOGA AVE 1A,11233,400000,30,280000,,62,9/1/2022,Market,BROOKLYN,0,0
CND,130 SARATOGA AVE 2A,11233,301250,100,,,0,6/2/2014,Market,BROOKLYN,0,0
CND,130 SARATOGA AVE 1A,11233,630000,20,504000,7533,71,4/6/2020,Market,BROOKLYN,0,0
CND,419 CHAUNCEY ST 2A,11233,570000,10,513000,3801,65,3/5/2018,Market,BROOKLYN,0,0
CND,554 BAINBRIDGE ST 2B,11233,605000,100,544500,4853,80,4/10/2019,Market,BROOKLYN,1,0
CND,509 CHAUNCEY ST 1R,11233,810000,20,648000,,79,10/25/2021,Market,BROOKLYN,1,0
CND,509 CHAUNCEY ST 3L,11233,611500,20,489200,5727,70,5/27/2015,Market,BROOKLYN,1,0
CND,203 HOWARD AVE 2A,11233,485000,100,,,0,9/30/2022,Market,BROOKLYN,0,0
CND,203 HOWARD AVE 2B,11233,325000,100,,,0,10/18/2016,Market,BROOKLYN,0,0
CND,119 THOMAS S BOYLAND ST 3C,11233,71000,100,455900,,87,2/23/1996,Market,BROOKLYN,0,0
SFR,124 THOMAS S BOYLAND ST 3,11233,980000,0,1032762,,112,12/6/2022,Market,BROOKLYN,1,0
CND,246 SUMPTER ST 1C,11233,395000,50,197500,,26,6/16/2015,Market,BROOKLYN,0,0
CND,246 SUMPTER ST 1B,11233,605000,20,484000,,81,1/22/2019,Market,BROOKLYN,1,0
CND,246 SUMPTER ST 3B,11233,550000,20,440000,9161,72,1/31/2018,Market,BROOKLYN,0,0
CND,246 SUMPTER ST 2D,11233,600000,20,480000,,71,2/16/2018,Market,BROOKLYN,0,0
SFR,198 SARATOGA AVE,11233,825000,15,701250,,81,9/21/2016,Market,BROOKLYN,0,0
SFR,256 MACDOUGAL ST,11233,980000,20,78043,,7,1/11/2019,Market,BROOKLYN,0,0
SFR,165 HULL ST,11233,795000,,715421,,82,10/31/2019,NonMarket-Family,BROOKLYN,1,0
CND,249 HULL ST 249-C,11233,375000,100,461250,,86,8/30/2021,Market,BROOKLYN,0,0
CND,253 HULL ST 253-C,11233,585000,100,526500,,97,8/12/2022,Market,BROOKLYN,1,0
SFR,132 HULL ST,11233,912000,10,820800,,78,4/16/2021,Market,BROOKLYN,0,0
SFR,134 HULL ST,11233,584500,15,726500,,69,10/6/2015,Market Flip,BROOKLYN,1,0
SFR,140 HULL ST,11233,1099000,20,879200,,74,10/14/2021,Market,BROOKLYN,1,0
SFR,69 SOMERS ST,11233,1205000,20,964000,,82,4/21/2022,Market,BROOKLYN,0,0
SFR,1071 HERKIMER ST,11233,1230000,20,984000,,74,12/8/2020,Market,BROOKLYN,1,0
SFR,1219 HERKIMER ST,11233,965000,100,,,0,1/24/2018,Market,BROOKLYN,0,0
SFR,13 DEWEY PL,11233,740000,20,592000,,67,11/25/2016,Market,BROOKLYN,1,0
SFR,1102 HERKIMER ST,11233,1150000,10,1033850,,83,3/6/2018,Market,BROOKLYN,1,0
SFR,5 SHERLOCK PL,11233,425000,20,340000,,31,5/9/2014,Market,BROOKLYN,0,0
SFR,16 STUYVESANT AVE,11221,1488750,100,,,0,11/18/2021,Market,BROOKLYN,1,0
CND,85 STUYVESANT AVE 3A,11221,52170,1,51450,,5,5/15/2015,Market,BROOKLYN,1,0
CND,81 STUYVESANT AVE 3A,11221,479000,12,422000,7317,52,2/26/2019,Market,BROOKLYN,0,0
CND,77 STUYVESANT AVE 1B,11221,150000,10,135000,85000,26,8/9/2016,Market,BROOKLYN,0,0
CND,77 STUYVESANT AVE 3B,11221,276000,100,,,0,10/7/2013,Market,BROOKLYN,0,0
SFR,1108 DEKALB AVE,11221,912500,24,695000,,63,2/7/2018,Market,BROOKLYN,1,0
SFR,862 LAFAYETTE AVE,11221,1450000,43,825000,10563,36,3/10/2016,Market,BROOKLYN,0,0
SFR,1072 LAFAYETTE AVE,11221,930000,15,790500,,74,1/12/2022,Market,BROOKLYN,1,0
SFR,473 VAN BUREN ST,11221,825000,20,660000,50000,51,4/5/2016,Market,BROOKLYN,1,0
SFR,795 GREENE AVE,11221,1375000,42,,,0,4/23/2015,Market,BROOKLYN,1,0
CND,863 GREENE AVE 1B,11221,685000,10,616500,,76,10/30/2020,Market,BROOKLYN,0,0
SFR,967 GREENE AVE,11221,1835000,20,1468000,,82,7/18/2022,Short Sale,BROOKLYN,0,0
CND,737 LEXINGTON AVE 1,11221,1249000,52,599000,,44,4/29/2022,Market,BROOKLYN,0,0
SFR,582 LEXINGTON AVE,11221,1650000,20,1320000,,77,6/11/2021,Market,BROOKLYN,0,0
SFR,563 QUINCY ST A,11221,945000,10,756000,92598,46,5/9/2016,Market,BROOKLYN,0,0
SFR,563 QUINCY ST,11221,1513687,16,1275000,,64,3/23/2017,Market,BROOKLYN,0,0
CND,172 STUYVESANT AVE A5,11221,700000,100,,,0,3/10/2022,Market,BROOKLYN,0,0
CND,184 STUYVESANT AVE D3,11221,630000,10,567000,,74,9/7/2022,Market,BROOKLYN,0,0
SFR,124 MALCOLM X BLVD,11221,1600000,20,1280000,,83,10/27/2021,Market,BROOKLYN,0,0
SFR,116 MALCOLM X BLVD,11221,1310000,5,1239620,,91,8/18/2023,Market,BROOKLYN,0,0
CND,679 QUINCY ST 2,11221,725000,100,,,0,5/10/2016,Market,BROOKLYN,1,0
SFR,730 QUINCY ST,11221,939000,20,751200,434764,76,9/12/2014,Market,BROOKLYN,0,0
CND,475 MONROE ST 3B,11221,393271,5,169300,11635,39,8/12/2014,Market,BROOKLYN,1,0
SFR,494 MONROE ST,11221,1250000,29,883000,,50,12/2/2020,Market,BROOKLYN,0,0
SFR,526 MONROE ST,11221,2425000,100,,,0,11/30/2020,Market,BROOKLYN,0,0
SFR,702 MONROE ST,11221,1615000,100,300000,153421,21,4/1/2016,Market,BROOKLYN,1,0
SFR,684 MONROE ST,11221,960000,0,850000,200000,50,2/14/2023,Market,BROOKLYN,0,0
SFR,710A A MONROE ST,11221,815000,44,459298,12404,32,1/26/2017,Market,BROOKLYN,0,0
SFR,712 MONROE ST,11221,995000,,790000,,58,6/11/2019,NonMarket-Family,BROOKLYN,1,0
SFR,713 MADISON ST,11221,675500,22,528000,,33,6/2/2014,Market,BROOKLYN,1,0
CND,581 PUTNAM AVE 4,11221,999999,35,650000,,69,8/9/2022,Market,BROOKLYN,0,0
CND,581 PUTNAM AVE 1,11221,1095000,53,510000,,42,11/4/2020,Market,BROOKLYN,0,0
SFR,703 PUTNAM AVE,11221,1165000,100,1030000,,56,4/11/2016,Market Flip,BROOKLYN,1,0
SFR,753 PUTNAM AVE,11221,1500000,20,1200000,,82,5/26/2021,Market,BROOKLYN,0,0
SFR,724 MADISON ST,11221,1390000,20,1112000,,81,10/20/2023,Market,BROOKLYN,0,0
SFR,730 MADISON ST,11221,1825000,100,,,0,9/29/2022,Market,BROOKLYN,1,0
SFR,887 PUTNAM AVE,11221,1050000,20,840000,,65,12/31/2020,Market,BROOKLYN,0,0
CND,784 MADISON ST 1B,11221,710000,100,,,0,7/13/2022,Market,BROOKLYN,0,0
CND,782 MADISON ST 4B,11221,580000,10,522000,,86,9/7/2023,Market,BROOKLYN,0,0
CND,784 MADISON ST 4B,11221,625000,100,,,0,3/30/2022,Market,BROOKLYN,0,0
CND,784 MADISON ST 3B,11221,560000,30,392000,,44,11/12/2021,Market,BROOKLYN,0,0
CND,786 MADISON ST 4A,11221,592500,10,533250,,86,6/23/2022,Market,BROOKLYN,0,0
CND,786 MADISON ST 4B,11221,599000,43,339000,,56,2/17/2023,Market,BROOKLYN,1,0
SFR,312 LEWIS AVE,11221,2510000,20,2000000,,76,6/6/2022,Market,BROOKLYN,1,0
SFR,577 JEFFERSON AVE,11221,1200000,100,,,0,7/25/2013,Market,BROOKLYN,0,0
CND,579 JEFFERSON AVE 4,11221,503399,30,,,0,9/23/2013,Market,BROOKLYN,1,0
CND,579 JEFFERSON AVE 1,11221,885000,,708000,,65,6/6/2019,NonMarket-Family,BROOKLYN,1,0
CND,579 JEFFERSON AVE 3,11221,620000,100,465000,,64,7/7/2020,Market,BROOKLYN,0,0
CND,854 PUTNAM AVE 2B,11221,,,,,0,,,BROOKLYN,1,0
SFR,558 JEFFERSON AVE,11221,2407000,61,950347,,37,2/15/2022,Market,BROOKLYN,0,0
SFR,455 HANCOCK ST,11233,2100000,81,400000,,18,9/26/2023,Market,BROOKLYN,1,0
SFR,726 JEFFERSON AVE,11221,1300000,,1040000,,68,11/27/2019,NonMarket-Family,BROOKLYN,1,0
SFR,826 JEFFERSON AVE,11221,1830000,30,1281000,20713,78,11/14/2018,Market,BROOKLYN,1,0
CND,836 JEFFERSON AVE 2A,11221,600000,100,,,0,5/20/2022,Market,BROOKLYN,0,0
CND,464 HANCOCK ST 3B,11233,1100000,100,,,0,4/7/2023,Market,BROOKLYN,1,0
CND,464 HANCOCK ST 3A,11233,950000,100,148215,,16,10/19/2021,Market,BROOKLYN,0,0
CND,504 HANCOCK ST C,11233,717500,13,625500,4808,65,6/17/2015,Market,BROOKLYN,1,0
SFR,592 HANCOCK ST,11233,749000,100,,,0,8/1/2013,Market,BROOKLYN,0,0
SFR,598 HANCOCK ST 2,11233,1560000,30,1092000,10398,61,6/30/2017,Market,BROOKLYN,1,0
CND,668 HALSEY ST 3,11233,739000,40,443400,,58,6/16/2021,Market,BROOKLYN,0,0
CND,668 HALSEY ST 2,11233,714000,100,,,0,7/5/2023,Market,BROOKLYN,0,0
SFR,221 MACDONOUGH ST,11233,1215000,100,,,0,5/20/2014,Market,BROOKLYN,0,1
CND,327 MACDONOUGH ST C,11233,760000,20,608000,,80,7/6/2022,Market,BROOKLYN,0,0
CND,327 MACDONOUGH ST D,11233,820000,40,492000,,63,12/21/2022,Market,BROOKLYN,0,0
SFR,513 MACDONOUGH ST,11233,2050000,27,1500000,,68,4/24/2023,Market,BROOKLYN,1,0
SFR,371 DECATUR ST,11233,1955000,25,1466250,,77,11/20/2023,Market,BROOKLYN,0,0
SFR,317 DECATUR ST,11233,777000,100,,,0,3/20/2013,Market,BROOKLYN,0,0
SFR,249 PATCHEN AVE,11233,1280000,100,120000,,10,3/8/2021,Market,BROOKLYN,0,0
SFR,574 MACDONOUGH ST,11233,1300000,23,1000000,,70,3/31/2023,Market,BROOKLYN,0,0
CND,447 DECATUR ST 1A,11233,740000,100,,,0,3/25/2022,Market,BROOKLYN,0,0
SFR,378 DECATUR ST,11233,1935000,78,435000,,22,11/21/2023,Market,BROOKLYN,1,0
SFR,299 BAINBRIDGE ST,11233,690000,100,,,0,10/11/2016,Market,BROOKLYN,1,0
SFR,303 BAINBRIDGE ST,11233,815000,15,692750,,79,9/13/2022,Market,BROOKLYN,1,0
CND,66 BAINBRIDGE ST 2,11233,599999,10,538501,,84,9/12/2019,Market,BROOKLYN,0,0
CND,66 BAINBRIDGE ST 4,11233,671000,23,516000,,73,10/16/2020,Market,BROOKLYN,0,0
SFR,45 CHAUNCEY ST,11233,1375000,76,328425,73300,28,5/18/2021,Market,BROOKLYN,0,0
SFR,264 BAINBRIDGE ST,11233,1336000,22,1040000,,83,11/16/2021,Market,BROOKLYN,0,0
SFR,266 BAINBRIDGE ST,11233,1055000,,600000,280674,73,6/25/2019,NonMarket-Family,BROOKLYN,1,0
SFR,597 HERKIMER ST,11213,800000,7,744000,,81,11/23/2021,Market,BROOKLYN,1,0
SFR,599 HERKIMER ST,11213,975000,20,780000,,76,1/10/2020,Market,BROOKLYN,0,0
SFR,793 HERKIMER ST,11233,1850000,25,1387500,,80,8/3/2022,Market,BROOKLYN,1,0
